ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
#country+code,#loc+name,#meta+id,#indicator+name,#indicator+value+num,#indicator+precision,,#country+name,#date+year,#survey+id,#indicator+code,,,,,,,#indicator+label+code,#indicator+label,,,,,,,,,,,
GHA,"Northern, Upper West, Upper East",5514572,Mean height for age of children,-1.5,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_HAM,104236030,I,408008,1408080,Region,"Northern, Upper West, Upper East",0,,0,1,CNNUTSCHAM,GHDHS1993408008,1993,DHS,374,374,,,
GHA,Northern (pre 2022),5605185,Mean height for age of children,-1.7,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_HAM,104236030,I,408009,1408090,Region,..Northern (pre 2022),0,,0,1,CNNUTSCHAM,GHDHS1993408009,1993,DHS,179,179,,,1
GHA,Upper West,2921618,Mean height for age of children,-1.6,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_HAM,104236030,I,408010,1408100,Region,..Upper West,0,,0,1,CNNUTSCHAM,GHDHS1993408010,1993,DHS,61,61,,,1
GHA,Upper East,6626670,Mean height for age of children,-1.3,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_HAM,104236030,I,408011,1408110,Region,..Upper East,0,,0,1,CNNUTSCHAM,GHDHS1993408011,1993,DHS,134,134,,,1
GHA,Western (pre 2022),7354106,Children severely wasted,5.3,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408001,1408010,Region,Western (pre 2022),0,,0,1,CNNUTSCWH3,GHDHS1993408001,1993,DHS,169,169,,,1
GHA,Central,50117,Children severely wasted,6.6,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408002,1408020,Region,Central,0,,0,1,CNNUTSCWH3,GHDHS1993408002,1993,DHS,196,196,,,1
GHA,Greater Accra,4427105,Children severely wasted,1.1,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408003,1408030,Region,Greater Accra,0,,0,1,CNNUTSCWH3,GHDHS1993408003,1993,DHS,180,180,,,1
GHA,Volta (pre 2022),58098,Children severely wasted,3.7,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408004,1408040,Region,Volta (pre 2022),0,,0,1,CNNUTSCWH3,GHDHS1993408004,1993,DHS,191,191,,,1
GHA,Eastern,4141444,Children severely wasted,0.5,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408005,1408050,Region,Eastern,0,,0,1,CNNUTSCWH3,GHDHS1993408005,1993,DHS,200,200,,,1
GHA,Ashanti,5844727,Children severely wasted,4.3,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408006,1408060,Region,Ashanti,0,,0,1,CNNUTSCWH3,GHDHS1993408006,1993,DHS,324,324,,,1
GHA,Brong-Ahafo,34437,Children severely wasted,7.6,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408007,1408070,Region,Brong-Ahafo,0,,0,1,CNNUTSCWH3,GHDHS1993408007,1993,DHS,185,185,,,1
GHA,"Northern, Upper West, Upper East",6078908,Children severely wasted,7,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408008,1408080,Region,"Northern, Upper West, Upper East",0,,0,1,CNNUTSCWH3,GHDHS1993408008,1993,DHS,374,374,,,
GHA,Northern (pre 2022),58186,Children severely wasted,9.5,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408009,1408090,Region,..Northern (pre 2022),0,,0,1,CNNUTSCWH3,GHDHS1993408009,1993,DHS,179,179,,,1
GHA,Upper West,5589024,Children severely wasted,1.6,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408010,1408100,Region,..Upper West,0,,0,1,CNNUTSCWH3,GHDHS1993408010,1993,DHS,61,61,,,1
GHA,Upper East,3592565,Children severely wasted,6,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH3,104236040,I,408011,1408110,Region,..Upper East,0,,0,1,CNNUTSCWH3,GHDHS1993408011,1993,DHS,134,134,,,1
GHA,Western (pre 2022),7354107,Children wasted,14.8,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408001,1408010,Region,Western (pre 2022),0,,0,1,CNNUTSCWH2,GHDHS1993408001,1993,DHS,169,169,,,1
GHA,Central,50118,Children wasted,15.3,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408002,1408020,Region,Central,0,,0,1,CNNUTSCWH2,GHDHS1993408002,1993,DHS,196,196,,,1
GHA,Greater Accra,4427106,Children wasted,8.3,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408003,1408030,Region,Greater Accra,0,,0,1,CNNUTSCWH2,GHDHS1993408003,1993,DHS,180,180,,,1
GHA,Volta (pre 2022),58099,Children wasted,11.5,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408004,1408040,Region,Volta (pre 2022),0,,0,1,CNNUTSCWH2,GHDHS1993408004,1993,DHS,191,191,,,1
GHA,Eastern,4141445,Children wasted,5,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408005,1408050,Region,Eastern,0,,0,1,CNNUTSCWH2,GHDHS1993408005,1993,DHS,200,200,,,1
GHA,Ashanti,5844728,Children wasted,12.7,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408006,1408060,Region,Ashanti,0,,0,1,CNNUTSCWH2,GHDHS1993408006,1993,DHS,324,324,,,1
GHA,Brong-Ahafo,34438,Children wasted,16.2,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408007,1408070,Region,Brong-Ahafo,0,,0,1,CNNUTSCWH2,GHDHS1993408007,1993,DHS,185,185,,,1
GHA,"Northern, Upper West, Upper East",6078909,Children wasted,20.9,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408008,1408080,Region,"Northern, Upper West, Upper East",0,,0,1,CNNUTSCWH2,GHDHS1993408008,1993,DHS,374,374,,,
GHA,Northern (pre 2022),58187,Children wasted,21.2,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408009,1408090,Region,..Northern (pre 2022),0,,0,1,CNNUTSCWH2,GHDHS1993408009,1993,DHS,179,179,,,1
GHA,Upper West,5589025,Children wasted,19.7,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408010,1408100,Region,..Upper West,0,,0,1,CNNUTSCWH2,GHDHS1993408010,1993,DHS,61,61,,,1
GHA,Upper East,3592566,Children wasted,20.9,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WH2,104236050,I,408011,1408110,Region,..Upper East,0,,0,1,CNNUTSCWH2,GHDHS1993408011,1993,DHS,134,134,,,1
GHA,Western (pre 2022),7354108,Children overweight,1.2,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WHP,104236060,I,408001,1408010,Region,Western (pre 2022),0,,0,1,CNNUTSCWHP,GHDHS1993408001,1993,DHS,169,169,,,1
GHA,Central,50119,Children overweight,4.1,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WHP,104236060,I,408002,1408020,Region,Central,0,,0,1,CNNUTSCWHP,GHDHS1993408002,1993,DHS,196,196,,,1
GHA,Greater Accra,4427107,Children overweight,0.6,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WHP,104236060,I,408003,1408030,Region,Greater Accra,0,,0,1,CNNUTSCWHP,GHDHS1993408003,1993,DHS,180,180,,,1
GHA,Volta (pre 2022),58110,Children overweight,1,1,GH,Ghana,1993,GH1993DHS,CN_NUTS_C_WHP,104236060,I,408004,1408040,Region,Volta (pre 2022),0,,0,1,CNNUTSCWHP,GHDHS1993408004,1993,DHS,191,191,,,1
